MGI ID,mRNA copy number average [molecules/cell],mRNA half-life average [h],transcription rate (vsr) average [molecules/(cell*h)]
MGI:1201692;MGI:1201692,36.58,15.69,2.4
MGI:1919431;MGI:1919431,4.35,8.95,0.43
MGI:105071;MGI:105071,8.78,9.54,0.82
MGI:1916709,15.19,11.71,1.21
MGI:1931013,18.38,7.7,2.02
MGI:1929129,5.78,5.97,1.19
MGI:1931838;MGI:1931838;MGI:1931838,8.52,13.33,0.62
MGI:894697,7.33,7.63,0.81
MGI:2138261,14.82,11.06,1.24
MGI:1098658;MGI:1098658,10.36,12.5,0.79
MGI:97890,16.92,10.99,1.42
MGI:2385920;MGI:2385920,10.27,12.77,0.77
MGI:1933134,24.2,17.22,1.49
MGI:1095411,9.54,13.69,0.68
MGI:1913532;MGI:1913532,7.44,6.25,0.98
MGI:104670,12.89,8.08,1.38
MGI:107771;MGI:107771;MGI:107771;MGI:107771,43.09,10.83,3.65
MGI:1927654;MGI:1927654;MGI:1927654,NA,NA,NA
MGI:1913300,5.74,3.76,1.16
MGI:1859920,10.82,9.06,1.09
MGI:1341724;MGI:1341724,4.99,4.1,0.94
MGI:1919300;MGI:1919300;MGI:1919300,9.56,12.41,0.74
MGI:1920421,3.8,9.86,0.55
MGI:1921445;MGI:1921445,15.91,12.49,1.22
MGI:1922873,11.51,4.15,2.14
MGI:106594;MGI:106594;MGI:106594;MGI:106594,3.59,11.21,0.3
MGI:1858622,8.49,8.78,0.84
MGI:1913882;MGI:1913882;MGI:1913882,7.58,16.02,0.49
MGI:2141866,NA,10.98,NA
MGI:1915722,5.04,3.65,1.05
MGI:1913483;MGI:1913483,14.25,7.91,1.53
MGI:1931520,11.76,4.27,2.13
MGI:2449307,7.44,6.69,0.92
MGI:1333783,14.83,6.26,1.93
MGI:1915467,62.52,13.62,4.5
MGI:1931029;MGI:1931029,23.39,7.38,2.66
MGI:107362,NA,NA,NA
MGI:1098641;MGI:1098641,17.14,7.75,1.88
MGI:1914226,35.91,4.18,6.64
MGI:1913856;MGI:1913856;MGI:1913856;MGI:1913856,2.7,4.79,0.44
MGI:1289156,8.57,6.34,1.11
MGI:1914338,7.63,14.19,0.54
MGI:107231;MGI:107231;MGI:107231,23.76,11.82,1.89
MGI:1914120;MGI:1914120,69.72,31.87,3.05
MGI:1306796;MGI:1306796,3.6,5.99,0.54
MGI:1354948;MGI:1354948,11.99,4.5,2.1
MGI:101771,5.43,6.23,0.71
MGI:1890404,20.94,7.6,2.33
MGI:1347351;MGI:1347351,12.1,8.39,1.25
,NA,NA,NA
MGI:1917244,15.85,4.49,2.75
MGI:2444773,7.89,8.26,0.82
MGI:1888939;MGI:1888939;MGI:1888939,6.46,19.37,0.37
MGI:2137356;MGI:2137356;MGI:2137356,8.2,5.74,1.15
MGI:88557,9.88,13.08,0.73
MGI:1919069,23.99,10.81,2.05
MGI:1890577;MGI:1890577;MGI:1890577,25.23,4.97,4
MGI:1203520,27.25,11.86,2.16
MGI:1913913,9.5,7.33,1.09
MGI:1306823;MGI:1306823,16.1,5.83,2.23
MGI:2443306;MGI:2443306;MGI:2443306;MGI:2443306,10.76,9.93,0.97
MGI:2145890,NA,10.48,NA
MGI:1917113;MGI:1917113,13.21,6.33,1.72
MGI:1920374,23.57,16.52,1.53
MGI:1914977,2.76,7.55,0.31
MGI:1096344;MGI:1096344,12.05,8.06,1.28
MGI:1858961;MGI:1858961,33.21,7.94,6.33
MGI:1924344,5.06,3.4,1.42
MGI:2442422;MGI:2442422,2.82,4.03,0.49
MGI:101924,13.5,12.97,1.01
MGI:97447;MGI:97447,14.09,8.01,1.5
MGI:1916937,2.84,5.95,0.39
MGI:109581,6.35,12.18,0.49
MGI:1931751;MGI:1931751;MGI:1931751;MGI:1931751,25.22,5.79,3.51
MGI:108074,15.8,12.58,1.2
MGI:95806;MGI:95806,46.11,22.71,3.56
MGI:1933137,7.1,4.38,0.84
MGI:1915542,NA,22.03,NA
MGI:1920185;MGI:1920185,20.33,11.34,1.66
,NA,NA,NA
MGI:1352504;MGI:1352504,15.94,8.11,1.3
MGI:1915340,26.32,16.29,1.68
MGI:107451,8.72,5.19,1.43
MGI:1926179,30.83,10.95,2.59
,NA,NA,NA
MGI:894318;MGI:894318;MGI:894318,27.1,9.3,2.58
MGI:1918366;MGI:1918366;MGI:1918366,10.81,6.46,1.37
MGI:1915226,NA,8.91,NA
MGI:1926048;MGI:1926048;MGI:1926048;MGI:1926048,NA,6.33,NA
MGI:1919082,11.32,16.74,1.05
MGI:1918234,2.32,15.33,0.17
MGI:2444818;MGI:2444818,14.52,5.75,2.04
MGI:3028642,10.17,12.74,1.18
MGI:1929492;MGI:1929492,10.1,5.69,1.43
MGI:1913780;MGI:1913780;MGI:1913780,12.81,9.67,1.18
MGI:2385139;MGI:2385139,7.89,7.69,0.87
MGI:1919494,3.16,10.6,0.27
MGI:103224;MGI:103224,11.62,9.73,1.07
MGI:1351333;MGI:1351333,16.83,14.63,1.15
MGI:1921285;MGI:1921285;MGI:1921285,NA,6.45,NA
MGI:109281;MGI:109281;MGI:109281;MGI:109281,14.41,11.1,1.2
MGI:97860,13.1,8.31,1.36
MGI:1351911;MGI:1351911;MGI:1351911,12.14,11.97,0.96
MGI:101805,14.92,13.19,1.1
MGI:107813,NA,NA,NA
MGI:1913672,39,13.38,3.32
MGI:2384585,19.23,12.84,1.44
MGI:1891190,26.69,15.89,2.44
MGI:103063,5.74,17.53,0.36
MGI:1913924;MGI:1913924,5.08,6.26,0.66
MGI:1918348,15.38,4.46,2.69
MGI:1261758;MGI:1261758,17.21,6.26,2.24
MGI:109164,81.27,8.45,8.42
MGI:107384;MGI:107384;MGI:107384;MGI:107384;MGI:107384;MGI:107384,22.75,19.02,1.32
MGI:1333782,16.08,29.65,0.74
MGI:1913397,11.42,8.85,1.14
MGI:1914267;MGI:1914267,1.67,9.97,0.15
MGI:1921487,NA,11.99,NA
MGI:2443713;MGI:2443713;MGI:2443713,19.07,6.76,2.35
MGI:1919240;MGI:1919240,28.3,15.51,1.86
MGI:1261890,5.74,5.95,0.81
MGI:1888520;MGI:1888520,24.21,8.35,2.5
MGI:1306776;MGI:1306776,8.89,20.14,0.5
MGI:105072;MGI:105072,17.2,6.5,2.17
MGI:1096879;MGI:1096879,9.99,8.15,1.06
MGI:1915815;MGI:1915815,38.21,10.27,3.37
MGI:3583942,NA,10.45,NA
MGI:2684917;MGI:2684917,10.58,7.85,1.15
MGI:1196246,8.57,8.08,0.99
,NA,NA,NA
MGI:98218;MGI:98218;MGI:98218,46.69,9,3.65
MGI:1935127;MGI:1935127;MGI:1935127,NA,NA,NA
MGI:2137357;MGI:2137357,7.82,6.06,1.05
MGI:1261845,NA,10.91,NA
MGI:1289326,19.79,8.04,2.1
MGI:2443921,NA,4.67,NA
MGI:1926185;MGI:1926185,3.09,14.18,0.26
MGI:1926235;MGI:1926235,12.93,9.7,0.82
MGI:1926014;MGI:1926014,15.12,5.68,2.14
MGI:1920939,18.24,5.78,2.56
MGI:107760;MGI:107760,21.02,5,3.32
MGI:1100887;MGI:1100887;MGI:1100887;MGI:1100887;MGI:107427;MGI:107427;MGI:107427;MGI:107427;MGI:107427;MGI:107427;MGI:107427;MGI:107427,1.23,8.26,0.13
MGI:2443514;MGI:2443514,8.4,5.87,1.16
MGI:88318,13.69,5.81,1.9
MGI:1347007;MGI:1347007,9.26,9.02,0.9
MGI:1918041;MGI:1918041,5.43,5.16,0.83
MGI:1919257,26.35,5.84,3.64
MGI:2443884;MGI:2443884;MGI:2443884,19,7.89,2.06
MGI:2447857;MGI:2447857,18.66,10.87,1.57
MGI:1313136;MGI:1313136;MGI:1313136,16.04,9.55,1.5
MGI:1915172,11.83,11.39,0.97
MGI:1915106;MGI:1915106,3.39,8.3,0.35
MGI:1914868;MGI:1914868;MGI:1914868,7.21,9.01,0.7
MGI:2143333,NA,4.77,NA
MGI:2158736,39.38,8.44,4.03
MGI:2140998,20.96,14.02,1.48
MGI:1336894,NA,13.7,NA
MGI:1353429,24.52,5.71,3.46
MGI:700013,5.8,11.01,0.49
MGI:1918722;MGI:1918722,24.69,9.09,2.39
MGI:2149728,6.15,6.75,0.87
MGI:2159437;MGI:2159437;MGI:2159437,5.39,9.89,0.49
MGI:99914,35.94,19.44,2.06
MGI:1915076;MGI:1915076,16.39,16.03,1.07
MGI:1913297,35.98,14.24,2.51
MGI:1922368,42.15,6.06,5.67
MGI:104603;MGI:104603;MGI:104603;MGI:104603,15.67,5.98,1.84
MGI:1914116,7.17,9.68,0.68
,11.95,6.98,1.43
MGI:1925152,6.17,6.02,0.83
MGI:88381;MGI:88381,53.29,2.93,13.6
MGI:1923159;MGI:1923159,56.46,5.42,6.36
MGI:2443205,9.18,3.18,2.18
MGI:1860513;MGI:1860513;MGI:1860513,12.68,4.65,2.13
MGI:1097163;MGI:1097163;MGI:1097163,27.89,12.98,2.07
MGI:1929494,25.42,13.37,1.85
MGI:1353652,6.75,8.6,0.68
MGI:98905;MGI:98905;MGI:98905,30.42,15.18,2.03
MGI:96965,NA,NA,NA
MGI:1277973;MGI:1277973;MGI:1277973,8.13,6.85,0.99
MGI:97741;MGI:97741,18.28,10.28,1.61
MGI:1276116,17.21,5.12,2.66
MGI:1916509,11.47,5.31,1.72
MGI:1914640,6.8,4.46,1.19
MGI:1913685,NA,15.03,NA
MGI:109301;MGI:109301;MGI:109301;MGI:109301;MGI:1932115,26.72,13.72,1.91
MGI:2443387;MGI:2443387,2.24,3.62,0.47
MGI:1915387,39.07,13.47,2.83
MGI:1336894;MGI:1336894,NA,12.89,NA
MGI:2446296;MGI:2446296,13.88,12.46,1.06
MGI:104757;MGI:104757,12.4,8.81,1.23
MGI:1920188;MGI:1920188,5.31,5.52,0.77
MGI:1913600;MGI:1913600,21.61,15.47,1.43
MGI:107979;MGI:107979,6.17,8.81,0.61
MGI:1918970;MGI:1918970;MGI:1918970,12.28,9.93,1.11
MGI:2685298,NA,NA,NA
MGI:1918951;MGI:1918951,8.11,7.16,0.95
MGI:1353586,7.32,11.04,0.61
MGI:1354736,20.79,4.85,3.37
MGI:108005,NA,7.93,NA
MGI:1921636,3.57,3.69,0.86
MGI:88393;MGI:88393,11.12,4.71,1.85
MGI:1915309;MGI:1915309,NA,17.73,NA
MGI:2384495;MGI:2384495;MGI:2384495,38.21,5.23,4.1
MGI:1334458;MGI:1334458,8.94,13.42,0.65
MGI:1347074,4.2,7.55,0.47
MGI:1343458,36.22,9.77,3.31
,NA,NA,NA
MGI:1913496;MGI:1913496,NA,NA,NA
MGI:2139971,14.51,5.26,2.2
MGI:1891017,16.69,7.87,1.81
MGI:1920037,21.29,12.7,1.89
MGI:2448501,21.29,10.87,1.8
MGI:1924876;MGI:1924876;MGI:1924876;MGI:1924876;MGI:1924876,11.42,8.53,1.16
MGI:1914000,3,7.5,0.34
MGI:2146110;MGI:2146110,43.52,18.3,2.58
MGI:1298382,108.59,9.58,10.08
MGI:1927140;MGI:1927140,30.97,10.34,2.72
MGI:1918611;MGI:1918611,4.64,8.62,0.47
MGI:1913501,12.65,7.53,1.42
MGI:1917678,8.59,14.17,0.75
MGI:2385132;MGI:2385132,18.39,10.88,1.56
MGI:106313;MGI:106313,26.76,10.58,2.3
MGI:1924303;MGI:1924303;MGI:1924303;MGI:1924303,18.71,10.05,1.67
MGI:1918985;MGI:1918985,19.82,11.27,1.63
MGI:1099804,10.2,16.39,0.65
MGI:1351627,7.48,6.75,0.92
MGI:2387613,16.31,8.15,1.72
MGI:2443972,7.92,14.62,0.54
MGI:1917458;MGI:1917458;MGI:1917458,6.4,7.03,0.76
MGI:1861774;MGI:1861774;MGI:1861774;MGI:1861774;MGI:2444477;MGI:2444477;MGI:2444477;MGI:2444477;MGI:2444477;MGI:2444477;MGI:2444477,36.91,6.95,4.41
MGI:104583,8.19,14.38,0.57
MGI:2136882,6.51,9.55,0.83
MGI:1925999;MGI:1925999,23.48,4.65,3.96
MGI:2147661,11.62,4.44,2.04
MGI:1913367,15.36,9.16,1.5
MGI:1915958;MGI:1915958;MGI:1915958,NA,7.51,NA
MGI:1916363;MGI:1916363,18.44,6.84,2.24
MGI:1933126,12.04,11.03,1.01
MGI:1913404,31.48,13.84,2.24
MGI:1347054;MGI:1347054,NA,NA,NA
MGI:1338037,11.6,6.21,1.52
MGI:1928740,27.63,14.08,1.94
MGI:1913484,16.03,5.2,2.44
MGI:106477,13.95,3.98,2.7
MGI:1933391;MGI:1933391,22.93,18.75,1.34
MGI:1927197,8.74,7.23,1.01
MGI:1859608,6.3,8.61,0.63
MGI:1925554;MGI:1925554,41.88,14.56,2.88
MGI:2441787,7.35,6.31,0.95
MGI:1342290;MGI:1342290,9.66,11.68,0.93
MGI:2445114;MGI:2445114,19.08,9.52,1.78
MGI:97563;MGI:97563,NA,NA,NA
MGI:107949,28.87,3.79,5.83
MGI:109280,12.62,8.84,1.25
MGI:88137;MGI:88137,NA,NA,NA
MGI:1890470;MGI:1890470;MGI:1890470,14.56,10.17,1.29
MGI:1098653,NA,7.29,NA
MGI:1916922,21.65,12.14,1.69
MGI:1889341,18.35,13.33,1.35
MGI:1919762;MGI:1919762;MGI:1919762,9.62,14.88,0.65
MGI:1919586,NA,13.01,NA
MGI:97608,98.76,4.03,19
MGI:2685031,13.94,7.87,1.52
MGI:104643,15.42,7.12,1.81
MGI:1917608,68.34,12.31,5.42
MGI:2445102;MGI:2445102,12.09,4.89,1.95
MGI:96224;MGI:96224;MGI:96224;MGI:96224,NA,20.16,NA
MGI:1930075,24.97,8.32,2.59
MGI:1914529,5.83,5.98,0.79
MGI:1928323;MGI:1928323;MGI:1928323,47.78,14.48,3.3
MGI:2384310;MGI:2384310;MGI:2384310,17.61,11.82,1.4
MGI:1926210;MGI:1926210;MGI:1926210,2.64,4.74,0.44
MGI:2145597;MGI:2145597;MGI:2145597;MGI:2145597,NA,7.33,NA
MGI:2442261;MGI:2442261;MGI:2442261,6.02,3.61,1.25
MGI:1918867;MGI:1918867,5.13,9.38,0.49
MGI:2442114,43.76,10.05,3.93
MGI:1316678;MGI:1316678,9.03,4.18,1.67
MGI:88355;MGI:88355,21.22,19.23,1.22
MGI:2445173;MGI:2445173,9.32,18.64,0.58
MGI:1858179;MGI:1858179,7.93,11.5,0.68
MGI:2444529,12.6,10.88,1.07
MGI:1914490,10.52,7.83,1.14
MGI:2441711,14.78,6.88,1.78
MGI:2385261,27.75,7.61,3.08
MGI:2442159;MGI:2442159,10.2,5.6,1.46
MGI:1913633,24.68,8.6,2.5
MGI:1926159,8.32,9.28,0.79
MGI:109529;MGI:109529,25.28,8.19,2.65
MGI:1925237,4.53,14.13,0.32
MGI:2147538,9.56,7.51,1.07
MGI:2384850,15.58,15.73,1.02
MGI:1915751;MGI:1915751,18.98,9.49,1.77
MGI:894293;MGI:894293,14.44,7.44,1.64
MGI:1277114;MGI:1277114,25.2,18.37,1.5
MGI:1347098;MGI:1347098,14.24,9,1.39
MGI:1926395;MGI:1926395,11.26,2.95,3.55
MGI:3040677;MGI:3040677,22.6,9.08,2.18
MGI:2448490;MGI:2448490;MGI:2448490,13.42,4.86,2
MGI:96608;MGI:96608;MGI:96608,23.07,12.28,1.28
MGI:1922862,28.85,16.02,1.86
MGI:1920497;MGI:1920497;MGI:1920497,7.05,3.24,1.64
MGI:95739,9.21,8,0.99
MGI:2137738;MGI:2137738,25.42,6.98,3.03
MGI:1925225,8.14,10.36,0.71
MGI:102685;MGI:102685;MGI:102685,15.5,5.45,2.27
MGI:109257;MGI:109257,32.54,8.47,3.32
MGI:2180801;MGI:2180801;MGI:2180801,22.76,10.43,1.98
MGI:2140076,18.61,3.84,3.71
MGI:1916249,NA,NA,NA
MGI:1920635,NA,NA,NA
MGI:1922896,11.33,8.45,1.16
MGI:1919583;MGI:1919583;MGI:1919583;MGI:1919583;MGI:1919583;MGI:1919583,7.67,5.94,1.05
MGI:105108;MGI:105108;MGI:105108,4.47,9,0.43
MGI:1332637;MGI:1332637,12.9,5.54,1.86
MGI:2146808;MGI:2146808,18.59,5.31,2.8
MGI:1289184;MGI:1289184;MGI:1289184,13.5,12.48,1.03
MGI:1913653,4.82,6.75,0.59
MGI:1915033,19.23,8.11,2.03
MGI:1335107;MGI:1335107,NA,6.23,NA
MGI:1346098,15.68,7.14,1.83
MGI:1859271;MGI:1859271;MGI:1859271,6.13,10.85,0.52
MGI:1919979,12.05,9.63,1.3
MGI:1889574;MGI:1889574,8.47,7.72,0.97
MGI:1919218;MGI:1919218;MGI:1919218,10.73,5.18,1.64
MGI:2679256;MGI:2679256,NA,5.34,NA
MGI:104729;MGI:104729;MGI:104729;MGI:104729;MGI:104729;MGI:104729;MGI:104729,21.42,7.16,2.5
MGI:1347488,9.59,7.06,1.13
MGI:1914500;MGI:1914500;MGI:1914500,9.47,12.14,0.74
MGI:1926259,NA,NA,NA
MGI:1916976,4,16.49,0.25
MGI:2384768,17.78,8.62,1.79
MGI:1923235,4.4,5.1,0.68
MGI:1919043,7.35,6.16,0.9
MGI:104635;MGI:104635;MGI:104635,NA,NA,NA
MGI:1925941,9.82,11.11,0.82
MGI:2144755;MGI:2144755,6.59,6.97,0.79
MGI:2385115,NA,11.13,NA
MGI:2443472;MGI:2443472,NA,5.46,NA
MGI:1913606;MGI:1913606;MGI:1913606,18.17,8.88,2.27
MGI:2384298;MGI:2384298;MGI:2384298;MGI:2384298,10.74,7.11,1.26
MGI:1309480,10.53,8.09,1.12
MGI:894320;MGI:894320,67.37,18.24,4
MGI:103254,3.92,4.64,0.66
,NA,NA,NA
MGI:1913388;MGI:1913388,19.7,10.27,1.73
MGI:1919604;MGI:1919604;MGI:1919604,10.13,6.7,1.34
MGI:3606062,2.42,6.36,0.37
MGI:98488,46.38,11.14,3.85
MGI:1914447;MGI:1914447,NA,7.01,NA
MGI:1934604,13.41,8.16,1.41
MGI:1917564;MGI:1917564;MGI:1917564,6.14,7.68,0.68
MGI:88476;MGI:88476;MGI:88476,30,23.23,1.57
MGI:2684283,3.95,6.74,0.3
MGI:1914208,13.79,8.1,1.46
MGI:1918732,7.39,4.44,1.4
MGI:1913678,28.13,13.74,2.01
MGI:1925927;MGI:1925927;MGI:1925927,14.65,12.1,1.15
MGI:2141135,2.93,9.3,0.34
MGI:1913714;MGI:1913714,10.3,9.34,1.33
MGI:1196405;MGI:1196405;MGI:1196405,5.03,4.37,0.89
MGI:108212,7.17,7.66,0.79
MGI:1925212,16.76,6.03,2.23
,NA,NA,NA
MGI:1914314;MGI:1914314,4.52,4.92,0.72
MGI:1098221;MGI:1098221,5.38,16.95,0.58
MGI:1261794,6.63,7.01,0.79
MGI:1926007;MGI:1926007,11.63,3.07,2.85
MGI:1342248,33.77,7.9,3.64
MGI:1914740;MGI:1914740,3.05,11.55,0.25
MGI:2146350,10.16,5.32,1.52
MGI:1309489;MGI:1309489;MGI:1309489;MGI:1309489;MGI:1309489,4.85,17.33,0.3
MGI:2449119,NA,NA,NA
MGI:1913536,10.51,9.24,1
MGI:1914071,4.86,9.56,0.49
MGI:1921590;MGI:1921590,NA,NA,NA
MGI:1270860;MGI:1270860,21.77,7.51,2.44
MGI:1298230;MGI:1298230,9.39,8.16,0.99
MGI:1351315;MGI:1351315,12.24,7.11,1.44
MGI:1923998;MGI:1923998;MGI:1923998;MGI:1923998,9.96,9.46,0.93
MGI:2145637,6.83,9.36,0.68
MGI:2142346;MGI:2142346,19.41,10.02,1.74
MGI:2143990;MGI:2143990,11.3,14.26,0.79
MGI:1915755;MGI:1915755,10.73,12.63,0.81
MGI:1341872,6.07,10.01,0.55
MGI:1196256;MGI:1196256,25.71,7.75,2.84
MGI:1921054;MGI:1921054,13.28,7.58,1.48
MGI:103067;MGI:103067;MGI:103067,12.83,9.85,1.18
MGI:1914561,NA,NA,NA
MGI:109501;MGI:109501,9.36,18.18,0.56
MGI:88117;MGI:88117,NA,6.5,NA
MGI:104684;MGI:104684;MGI:104684,23.2,11.47,1.89
MGI:1289225;MGI:1289225;MGI:1289225,4.87,8.47,0.5
MGI:2387581;MGI:2387581,21.19,12.2,1.86
MGI:1098808;MGI:1098808,16.05,6.28,2.09
MGI:101934;MGI:101934,76.71,6.16,10.13
MGI:1916375,13.5,5.24,2.05
MGI:1923607;MGI:1923607,5.9,3.02,1.46
MGI:1196415,9.75,5.24,1.48
MGI:106330;MGI:106330;MGI:106330,13.79,4.47,2.4
MGI:106544;MGI:106544,11.52,8.79,1.46
MGI:2441841;MGI:2441841;MGI:2441841,10.02,12.69,0.76
MGI:1919191,10.36,11.49,0.97
MGI:97806;MGI:97806,2.33,11.69,0.19
MGI:2677850,10.13,11.14,0.84
MGI:1915842,15.58,8.29,1.62
MGI:2682306,8.74,7.51,0.98
MGI:1098535,10.82,13.03,0.8
MGI:1913564;MGI:1913564;MGI:1913564,NA,NA,NA
MGI:1923264,14.33,11.28,1.19
MGI:1889278;MGI:1889278,8.53,5.14,1.69
MGI:1858211;MGI:1858211,NA,6.41,NA
MGI:3616079,7.91,8.17,0.83
MGI:1921537;MGI:1921537,30,8.96,2.93
MGI:106580,8.43,7.81,0.85
MGI:1922257;MGI:1922257,18.16,12.46,1.39
MGI:1926953,17.35,6.65,2.15
MGI:1858683;MGI:1858683,6.64,17.23,0.41
MGI:2446186;MGI:2446186,NA,12.68,NA
MGI:1914407,3.07,4.5,0.53
MGI:1891839,11.39,5.3,1.71
MGI:1915018;MGI:1915018;MGI:1915018,3.02,6.03,0.46
MGI:1927479,14.28,6.93,1.71
MGI:1934860;MGI:1934860,NA,7.43,NA
,NA,NA,NA
MGI:1925112,22.53,11.11,2.25
MGI:1916225;MGI:1916225,9.99,8.92,0.98
MGI:2387585;MGI:2387585;MGI:2387585,5.5,3.35,1.24
MGI:1277169;MGI:1277169,5.52,9.73,0.51
MGI:95481;MGI:95481;MGI:95481;MGI:95481;MGI:95481;MGI:95481,33.31,12.35,2.56
MGI:2679722,31.44,11.23,2.59
MGI:1343176,5.33,20.75,0.29
MGI:1917285,12.62,8.89,1.24
MGI:893588,5.27,5.9,0.61
MGI:2444486,6.69,13.45,0.49
MGI:1889383;MGI:1889383;MGI:1889383,2.51,8.24,0.26
MGI:1926153;MGI:1926153,19.49,9.52,1.82
MGI:1924315;MGI:1924315,NA,6.91,NA
MGI:1924750;MGI:1924750,NA,11.17,NA
MGI:1915098,5.87,2.9,1.51
MGI:1913489;MGI:1913489,17.33,3.51,4.83
MGI:2155302,5.99,16.51,0.38
MGI:1914260,11.29,4.37,2
MGI:1920717,2.86,3.72,0.59
MGI:1919573,18.23,4.07,3.46
MGI:1919085,5.72,12.58,0.55
MGI:107207;MGI:107207,23.06,10.04,2.07
MGI:1914429,5.67,3.73,1.76
MGI:1929008,9.22,10.61,0.79
MGI:1919679;MGI:1919679,7.01,12.02,0.63
MGI:2154049,NA,NA,NA
MGI:2685383;MGI:2685383,1.29,7.33,0.22
,NA,10.71,NA
MGI:1924536;MGI:1924536,5.38,3.1,1.3
MGI:2385088;MGI:2385088,14.56,6.19,1.92
MGI:1931071;MGI:1931071,20.58,6.93,2.47
MGI:1202065;MGI:1202065,5.83,5.88,0.8
MGI:1920989,13.06,12.42,1.01
MGI:1916335;MGI:1916335,9.5,3.89,2.49
MGI:1914293,9.69,12.38,0.75
MGI:1915059,8.2,8.44,0.97
MGI:1914163,NA,11.56,NA
MGI:105382;MGI:105382;MGI:105382,45.75,23.74,2.33
MGI:99150;MGI:99150,22.05,6.4,2.82
MGI:1261423,8.21,5.91,1.32
MGI:894407,28.86,8.67,3.04
MGI:1346871;MGI:1346871;MGI:1346871;MGI:1346871;MGI:1346871;MGI:1346871;MGI:1346871;MGI:1346871,19.99,3.13,3.81
MGI:1203517;MGI:1203517;MGI:1203517,NA,7.57,NA
MGI:2443446;MGI:2443446;MGI:2443446;MGI:2443446,4.05,11.93,0.29
MGI:1918294,6.54,3.64,1.37
MGI:106920;MGI:106920,28.73,9.33,3.96
MGI:1914915;MGI:1914915,9.58,6.23,1.25
MGI:1333799;MGI:1333799,3.3,9.14,0.32
MGI:87881;MGI:87881,2.5,7.93,0.27
MGI:1924823;MGI:1924823,12.49,11.94,0.98
MGI:2384909;MGI:2384909;MGI:2384909,28.16,18.89,1.64
MGI:1344414,17.28,9.94,1.56
MGI:1890520,11.84,9.55,1.1
MGI:1919725;MGI:1924150;MGI:1919725;MGI:1914220;MGI:1914220;MGI:1914220,13.84,15.01,0.93
MGI:1923825;MGI:1923825,16.89,9.35,1.6
MGI:107795;MGI:107795;MGI:107795,32.88,18.57,1.94
MGI:1860493;MGI:1860493;MGI:1860493;MGI:1860493;MGI:1860493;MGI:1860493;MGI:1860493;MGI:1860493,18.46,8.19,1.93
MGI:3606051,3.26,3.49,0.69
MGI:1918993,6.73,11.44,0.55
MGI:1917862,3.19,6.26,0.42
MGI:1915783,9.7,4.66,1.64
MGI:2137648,31.89,8.89,3.13
MGI:88139;MGI:88139;MGI:88139;MGI:88139;MGI:88139;MGI:88139;MGI:88139;MGI:88139;MGI:88139,19.88,5.5,2.89
MGI:95453;MGI:95453,8.41,4.41,1.48
MGI:2682314;MGI:2682314,9.9,7.66,1.09
MGI:104602,NA,NA,NA
MGI:1344416;MGI:1344416,35.04,12.51,2.68
MGI:1932075,21.65,14.2,1.73
MGI:2443855,25.44,3.69,4.43
MGI:1913679,10.38,8.97,1.02
MGI:1913546;MGI:1913546,7.77,5.03,1.22
MGI:1913552;MGI:1913552,1.03,4.62,0.17
MGI:1916658;MGI:1916658,4.89,10.64,0.46
MGI:2443069;MGI:2443069;MGI:2443069,5.23,4.44,1.19
MGI:1917925;MGI:1917925,7.17,3.12,1.73
MGI:1101356;MGI:1101356;MGI:1101356,16.7,8.93,1.64
MGI:95412;MGI:95412,38.11,7.71,3.73
MGI:95513,NA,NA,NA
MGI:1926178,16.97,20.69,0.93
MGI:2387367,10.91,9.2,1.04
MGI:1915609;MGI:1915609,NA,NA,NA
MGI:1921504,19.28,7.74,2.11
MGI:1918667,8.81,4.91,1.4
MGI:1914378,8.94,6.52,1.13
MGI:2139395;MGI:2139395;MGI:2139395,11.05,13.03,0.83
MGI:1922832;MGI:1922832;MGI:1922832,3.79,6.49,0.48
MGI:109602;MGI:109602,6.01,12.95,0.45
MGI:106381,19.32,5.65,3.28
,13.59,5.98,1.84
MGI:1353589,NA,2.99,NA
MGI:108017;MGI:108017,86.63,16.71,6.07
MGI:2145895;MGI:2145895,NA,10.43,NA
MGI:2144489,15.07,6.7,1.86
MGI:1338758,15.5,4.27,2.81
MGI:1891828;MGI:1891828,27.17,8.37,3.13
MGI:2183752,14.67,9.44,1.38
MGI:1916933;MGI:1916933,38.07,23.06,2.26
MGI:2180122,7.95,2.97,2
MGI:1919369,24.3,12.81,1.84
MGI:2140844,16.14,5.3,2.43
MGI:1914403,4.09,9.18,0.39
MGI:1919159;MGI:1919159,8.03,6.67,0.99
,NA,NA,NA
MGI:1927617,13.85,12.22,1.07
MGI:2140327;MGI:2140327;MGI:2140327,13.69,4.87,2.21
MGI:1915544,30.38,9.83,3.26
MGI:1313288;MGI:1313288,35.64,8.05,3.8
MGI:894652,14.79,7.4,1.68
MGI:1918079;MGI:1918079,4.68,9.28,0.45
MGI:88508,NA,NA,NA
MGI:1919812,5.75,15.32,0.38
MGI:1919239,9.5,3.9,1.87
MGI:1891250,29.54,4.62,5.02
MGI:1920018,32.63,8.47,3.33
MGI:2443183;MGI:2443183,NA,NA,NA
MGI:1924621;MGI:1924621,4.01,6.47,0.51
MGI:2682305,3.24,6.93,0.39
MGI:96977,8.43,12.83,0.63
MGI:96614;MGI:96614,59.88,18.11,2.91
MGI:1919346,7.61,7.42,1.35
MGI:1925642;MGI:1925642,17.89,10.38,1.57
